"date","close"
2019-01-25,60.354084
2019-01-28,59.874359
2019-01-29,58.515133
2019-01-30,59.468876
2019-01-31,60.331238
2019-02-01,60.276985
2019-02-04,60.108509
2019-02-05,60.248428
2019-02-06,59.051971
2019-02-07,61.659054
2019-02-08,61.667618
2019-02-11,63.260994
2019-02-12,63.535122
2019-02-13,63.238152
2019-02-14,62.93261
2019-02-15,62.826958
2019-02-19,62.221588
2019-02-20,61.921761
2019-02-21,61.967445
2019-02-22,62.558537
2019-02-25,61.610508
2019-02-26,60.965164
2019-02-27,60.910908
2019-02-28,60.836666
2019-03-01,61.327812
2019-03-04,60.234154
2019-03-05,60.862366
2019-03-06,60.17704
2019-03-07,59.663052
2019-03-08,59.337521
2019-03-11,59.380356
2019-03-12,59.820103
2019-03-13,58.997715
2019-03-14,59.30611
2019-03-15,59.980011
2019-03-18,61.156483
2019-03-19,62.170189
2019-03-20,62.527126
2019-03-21,63.963448
2019-03-22,62.69846
2019-03-25,61.110794
2019-03-26,61.173615
2019-03-27,59.660194
2019-03-28,60.068531
2019-03-29,59.997143
2019-04-01,59.85437
2019-04-02,60.017132
2019-04-03,61.067963
2019-04-04,59.166191
2019-04-05,59.223301
2019-04-08,59.980011
2019-04-09,60.276985
2019-04-10,60.925186
2019-04-11,61.496288
2019-04-12,61.110794
2019-04-15,62.592804
2019-04-16,61.679043
2019-04-17,61.97887
2019-04-18,62.826958
2019-04-22,64.011993
2019-04-23,65.351227
2019-04-24,65.662476
2019-04-25,65.633926
2019-04-26,65.382637
2019-04-29,64.757278
2019-04-30,64.203316
2019-05-01,64.249001
2019-05-02,64.029129
2019-05-03,65.185608
2019-05-06,65.248428
2019-05-07,64.434608
2019-05-08,68.218163
2019-05-09,66.079384
2019-05-10,65.111366
2019-05-13,64.47744
2019-05-14,64.534554
2019-05-15,65.539696
2019-05-16,67.912621
2019-05-17,67.093086
2019-05-20,66.327812
2019-05-21,65.251282
2019-05-22,64.65448
2019-05-23,63.760708
2019-05-24,63.643631
2019-05-28,64.106224
2019-05-29,63.412334
2019-05-30,63.452312
2019-05-31,63.063965
2019-06-03,61.327812
2019-06-04,63.669331
2019-06-05,64.985725
2019-06-06,64.56311
2019-06-07,65.157051
2019-06-10,65.419762
2019-06-11,64.951454
2019-06-12,65.456879
2019-06-13,65.899483
2019-06-14,65.225586
2019-06-17,65.454025
2019-06-18,64.985725
2019-06-19,64.360367
2019-06-20,64.21759
2019-06-21,62.589951
2019-06-24,64.683037
2019-06-25,60.799541
2019-06-26,61.750427
2019-06-27,62.292976
2019-06-28,62.115932
2019-07-01,63.40377
2019-07-02,64.131927
2019-07-03,64.848656
2019-07-05,65.008568
2019-07-08,64.534554
2019-07-09,65.294121
2019-07-10,66.30497
2019-07-11,65.773842
2019-07-12,66.284981
2019-07-15,66.864647
2019-07-16,66.073669
2019-07-17,66.402054
2019-07-18,68.235291
2019-07-19,68.023987
2019-07-22,68.774986
2019-07-23,68.686462
2019-07-24,69.762993
2019-07-25,69.488861
2019-07-26,69.782982
2019-07-29,69.388924
2019-07-30,68.503716
2019-07-31,68.260994
2019-08-01,68.17247
2019-08-02,67.60994
2019-08-05,65.194176
2019-08-06,66.584808
2019-08-07,73.752144
2019-08-08,73.335236
2019-08-09,72.661339
2019-08-12,69.96859
2019-08-13,68.412338
2019-08-14,68.635063
2019-08-15,69.960022
2019-08-16,71.150772
2019-08-19,71.327812
2019-08-20,72.244431
2019-08-21,73.97773
2019-08-22,74.431755
2019-08-23,73.066818
2019-08-26,72.812675
2019-08-27,72.26442
2019-08-28,72.230156
2019-08-29,72.604225
2019-08-30,72.712738
2019-09-03,72.612793
2019-09-04,72.841232
2019-09-05,69.928612
2019-09-06,69.900055
2019-09-09,67.675613
2019-09-10,65.939461
2019-09-11,65.45974
2019-09-12,65.665337
2019-09-13,64.931465
2019-09-16,65.456879
2019-09-17,67.55854
2019-09-18,66.604797
2019-09-19,66.536263
2019-09-20,65.948029
2019-09-23,66.373505
2019-09-24,64.120506
2019-09-25,62.961166
2019-09-26,63.358082
2019-09-27,62.84409
2019-09-30,62.241577
2019-10-01,62.364365
2019-10-02,61.967445
2019-10-03,63.132496
2019-10-04,63.135349
2019-10-07,64.940033
2019-10-08,63.469444
2019-10-09,64.297546
2019-10-10,64.26899
2019-10-11,64.828667
2019-10-14,64.680183
2019-10-15,65.642487
2019-10-16,66.287834
2019-10-17,66.142204
2019-10-18,63.349514
2019-10-21,64.360367
2019-10-22,63.395203
2019-10-23,63.929184
2019-10-24,64.665909
2019-10-25,64.771561
2019-10-28,64.977158
2019-10-29,64.137634
2019-10-30,64.825813
2019-10-31,64.891495
2019-11-01,65.551117
2019-11-04,64.374641
2019-11-05,63.406624
2019-11-06,60.705311
2019-11-07,63.032555
2019-11-08,62.806969
2019-11-11,62.886921
2019-11-12,62.375786
2019-11-13,62.392918
2019-11-14,62.841232
2019-11-15,63.340946
2019-11-18,64.100517
2019-11-19,64.728729
2019-11-20,64.091949
2019-11-21,63.340946
2019-11-22,63.289551
2019-11-25,63.292404
2019-11-26,63.358082
2019-11-27,63.49229
2019-11-29,63.592232
2019-12-02,62.233009
2019-12-03,61.684753
2019-12-04,61.462021
2019-12-05,61.836094
2019-12-06,61.676186
2019-12-09,61.479156
2019-12-10,61.664764
2019-12-11,61.901772
2019-12-12,62.35294
2019-12-13,64.146202
2019-12-16,64.531693
2019-12-17,63.746429
2019-12-18,63.166763
2019-12-19,68.078239
2019-12-20,70.199883
2019-12-23,70.059967
2019-12-24,70.40834
2019-12-26,71.347801
2019-12-27,72.101654
2019-12-30,71.407768
2019-12-31,71.133636
2020-01-02,72.895485
2020-01-03,72.50428
2020-01-06,72.598518
2020-01-07,73.05825
2020-01-08,73.917763
2020-01-09,74.294685
2020-01-10,75.719589
2020-01-13,77.410049
2020-01-14,77.270134
2020-01-15,78.426613
2020-01-16,79.094803
2020-01-17,78.72644
2020-01-21,77.809822
2020-01-22,77.621361
2020-01-23,77.064537
2020-01-24,75.202744
2020-01-27,74.066246
2020-01-28,73.992004
2020-01-29,72.053116
2020-01-30,71.656197
2020-01-31,69.557396
2020-02-03,70.859512
2020-02-04,72.53569
2020-02-05,68.112511
2020-02-06,69.802971
2020-02-07,68.723587
2020-02-10,67.490005
2020-02-11,66.679039
2020-02-12,67.532837
2020-02-13,67.250145
2020-02-14,67.946884
2020-02-18,67.684181
2020-02-19,67.447174
2020-02-20,66.693321
2020-02-21,65.159912
2020-02-24,63.269562
2020-02-25,60.81953
2020-02-26,59.737293
2020-02-27,57.744144
2020-02-28,58.235294
2020-03-02,60.011421
2020-03-03,58.012566
2020-03-04,59.126213
2020-03-05,57.527126
2020-03-06,56.584808
2020-03-09,54.037693
2020-03-10,56.442032
2020-03-11,53.706451
2020-03-12,47.384354
2020-03-13,48.829239
2020-03-16,42.76128
2020-03-17,44.714451
2020-03-18,39.782982
2020-03-19,39.922901
2020-03-20,37.335808
2020-03-23,37.689892
2020-03-24,45.54826
2020-03-25,50.465446
2020-03-26,51.467731
2020-03-27,50.705311
2020-03-30,51.402058
2020-03-31,51.179325
2020-04-01,47.912621
2020-04-02,48.478012
2020-04-03,48.312393
2020-04-06,52.098801
2020-04-07,54.503139
2020-04-08,56.439178
2020-04-09,55.685322
2020-04-13,55.768131
2020-04-14,58.832096
2020-04-15,59.15477
2020-04-16,62.252998
2020-04-17,63.883495
2020-04-20,64.006279
2020-04-21,61.302113
2020-04-22,63.175327
2020-04-23,63.440891
2020-04-24,63.869217
2020-04-27,63.446602
2020-04-28,62.001713
2020-04-29,64.751572
2020-04-30,63.814964
2020-05-01,62.044544
2020-05-04,63.920616
2020-05-05,65.422615
2020-05-06,70.20845
2020-05-07,67.692749
2020-05-08,67.06739
2020-05-11,68.566536
2020-05-12,67.864075
2020-05-13,65.896629
2020-05-14,67.452881
2020-05-15,68.515137
2020-05-18,72.524269
2020-05-19,73.994858
2020-05-20,73.966309
2020-05-21,73.289551
2020-05-22,74.480293
2020-05-26,74.70874
2020-05-27,76.156479
2020-05-28,77.438606
2020-05-29,77.204453
2020-06-01,79.617363
2020-06-02,80.368362
2020-06-03,81.604797
2020-06-04,80.513992
2020-06-05,81.30497
2020-06-08,80.519707
2020-06-09,80.431183
2020-06-10,79.817245
2020-06-11,77.130211
2020-06-12,78.326668
2020-06-15,79.988579
2020-06-16,82.284409
2020-06-17,83.472305
2020-06-18,86.853226
2020-06-19,84.328957
2020-06-22,84.020561
2020-06-23,86.556252
2020-06-24,86.236435
2020-06-25,86.881783
2020-06-26,87.06739
2020-06-29,90.776695
2020-06-30,92.347229
2020-07-01,105.669998
2020-07-02,98.919998
2020-07-06,94.699997
2020-07-07,92
2020-07-08,94.199997
2020-07-09,96.32
2020-07-10,100.389999
2020-07-13,96.919998
2020-07-14,97.93
2020-07-15,96.43
2020-07-16,94.459999
2020-07-17,91.75
2020-07-20,97.169998
2020-07-21,93.93
2020-07-22,93.370003
2020-07-23,91.150002
2020-07-24,90.360001
2020-07-27,91.769997
2020-07-28,98.440002
2020-07-29,102.790001
2020-07-30,102.349998
2020-07-31,102.699997
2020-08-03,110.404999
2020-08-04,107.57
2020-08-05,120.709999
2020-08-06,113.970001
2020-08-07,115.879997
2020-08-10,115.650002
2020-08-11,115.5
2020-08-12,115.919998
2020-08-13,117.440002
2020-08-14,118.800003
2020-08-17,114.105003
2020-08-18,115.209999
2020-08-19,114.150002
2020-08-20,113.080002
2020-08-21,112.550003
2020-08-24,111.900002
2020-08-25,112.279999
2020-08-26,112.529999
2020-08-27,111.529999
2020-08-28,111.5
2020-08-31,111.68
2020-09-01,113.410004
2020-09-02,117.489998
2020-09-03,110.540001
2020-09-04,105.940002
2020-09-08,102.059998
2020-09-09,105.559998
2020-09-10,105.459999
2020-09-11,103.650002
2020-09-14,108.260002
2020-09-15,110.980003
2020-09-16,108.300003
2020-09-17,107.559998
2020-09-18,108.410004
2020-09-21,106.849998
2020-09-22,106.510002
2020-09-23,102.889999
2020-09-24,103.43
2020-09-25,105.75
2020-09-28,108.589996
2020-09-29,109.120003
2020-09-30,110.650002
2020-10-01,116.209999
2020-10-02,111.940002
2020-10-05,114.050003
2020-10-06,114.209999
2020-10-07,114.5
2020-10-08,113.449997
2020-10-09,112.379997
2020-10-12,110.300003
2020-10-13,111.160004
2020-10-14,109.769997
2020-10-15,111.169998
2020-10-16,112.209999
2020-10-19,113
2020-10-20,114.860001
2020-10-21,118.059998
2020-10-22,116.720001
2020-10-23,120.300003
2020-10-26,119.260002
2020-10-27,125.779999
2020-10-28,118.519997
2020-10-29,122.120003
2020-10-30,116.779999
2020-11-02,118.980003
2020-11-03,121.629997
2020-11-04,128.690002
2020-11-05,134.970001
2020-11-06,132.559998
2020-11-09,137.220001
2020-11-10,132.220001
2020-11-11,133.410004
2020-11-12,131.259995
2020-11-13,131.600006
2020-11-16,134.830002
2020-11-17,131.350006
2020-11-18,131.350006
2020-11-19,132.309998
2020-11-20,130.570007
2020-11-23,138.229996
2020-11-24,138.669998
2020-11-25,139.009995
2020-11-27,139.630005
2020-11-30,139.210007
2020-12-01,143.309998
2020-12-02,138.929993
2020-12-03,140.139999
2020-12-04,145.389999
2020-12-07,146.070007
2020-12-08,145.419998
2020-12-09,143.520004
2020-12-10,147.320007
2020-12-11,148.110001
2020-12-14,144.809998
2020-12-15,150.839996
2020-12-16,153.899994
2020-12-17,148.75
2020-12-18,155.070007
2020-12-21,154.149994
2020-12-22,156.119995
2020-12-23,153.389999
2020-12-24,152.080002
2020-12-28,150.080002
2020-12-29,150.220001
2020-12-30,152
2020-12-31,151.190002
2021-01-04,149.919998
2021-01-05,150.289993
2021-01-06,148.809998
2021-01-07,152.860001
2021-01-08,151.789993
2021-01-11,151.899994
2021-01-12,153.570007
2021-01-13,155.020004
2021-01-14,149.050003
2021-01-15,150.850006
2021-01-19,146.139999
2021-01-20,147.630005
2021-01-21,144.490005
2021-01-22,141
2021-01-25,139.419998
2021-01-26,138.419998
2021-01-27,131.550003
2021-01-28,141.520004
2021-01-29,139.860001
2021-02-01,145.949997
2021-02-02,150.089996
2021-02-03,138.119995
2021-02-04,150.630005
2021-02-05,159.820007
2021-02-08,159
2021-02-09,158.869995
